x,y,vx,vy,Paddle.y
447,421,-3,3,263
444,424,-3,3,266
441,427,-3,3,268
438,430,-3,3,271
435,433,-3,3,277
432,436,-3,3,280
429,439,-3,3,281
426,442,-3,3,282
423,445,-3,3,282
420,448,-3,3,282
417,451,-3,3,282
414,454,-3,3,282
411,457,-3,3,282
408,460,-3,3,282
405,463,-3,3,282
402,466,-3,3,282
399,469,-3,3,283
396,472,-3,3,287
393,475,-3,3,288
390,478,-3,3,290
387,475,-3,-3,290
384,472,-3,-3,290
381,469,-3,-3,290
378,466,-3,-3,290
375,463,-3,-3,290
372,460,-3,-3,290
369,457,-3,-3,290
366,454,-3,-3,290
363,451,-3,-3,290
360,448,-3,-3,290
357,445,-3,-3,290
354,442,-3,-3,290
351,439,-3,-3,290
348,436,-3,-3,290
345,433,-3,-3,290
342,430,-3,-3,290
339,427,-3,-3,290
336,424,-3,-3,290
333,421,-3,-3,290
330,418,-3,-3,290
327,415,-3,-3,290
324,412,-3,-3,290
321,409,-3,-3,290
318,406,-3,-3,290
315,403,-3,-3,290
312,400,-3,-3,290
309,397,-3,-3,290
306,394,-3,-3,290
303,391,-3,-3,290
300,388,-3,-3,290
297,385,-3,-3,290
294,382,-3,-3,290
291,379,-3,-3,290
288,376,-3,-3,290
285,373,-3,-3,290
282,370,-3,-3,290
279,367,-3,-3,290
276,364,-3,-3,290
273,361,-3,-3,290
270,358,-3,-3,290
267,355,-3,-3,290
264,352,-3,-3,290
261,349,-3,-3,290
258,346,-3,-3,290
255,343,-3,-3,290
252,340,-3,-3,290
249,337,-3,-3,290
246,334,-3,-3,290
243,331,-3,-3,290
240,328,-3,-3,290
237,325,-3,-3,290
234,322,-3,-3,290
231,319,-3,-3,290
228,316,-3,-3,290
225,313,-3,-3,290
222,310,-3,-3,290
219,307,-3,-3,290
216,304,-3,-3,290
213,301,-3,-3,290
210,298,-3,-3,290
207,295,-3,-3,290
204,292,-3,-3,290
201,289,-3,-3,290
198,286,-3,-3,290
195,283,-3,-3,290
192,280,-3,-3,290
189,277,-3,-3,288
186,274,-3,-3,283
183,271,-3,-3,281
180,268,-3,-3,278
177,265,-3,-3,277
174,262,-3,-3,276
171,259,-3,-3,276
168,256,-3,-3,276
165,253,-3,-3,276
162,250,-3,-3,275
159,247,-3,-3,275
156,244,-3,-3,275
153,241,-3,-3,275
150,238,-3,-3,274
147,235,-3,-3,271
144,232,-3,-3,269
141,229,-3,-3,266
138,226,-3,-3,264
135,223,-3,-3,262
132,220,-3,-3,261
129,217,-3,-3,259
126,214,-3,-3,256
123,211,-3,-3,251
120,208,-3,-3,248
117,205,-3,-3,245
114,202,-3,-3,243
111,199,-3,-3,242
108,196,-3,-3,240
105,193,-3,-3,239
102,190,-3,-3,239
99,187,-3,-3,239
96,184,-3,-3,238
93,181,-3,-3,238
90,178,-3,-3,238
87,175,-3,-3,238
84,172,-3,-3,238
81,169,-3,-3,238
78,166,-3,-3,238
75,163,-3,-3,238
72,160,-3,-3,238
69,157,-3,-3,238
66,154,-3,-3,238
63,151,-3,-3,238
60,148,-3,-3,238
57,145,-3,-3,233
54,142,-3,-3,231
51,139,-3,-3,228
48,136,-3,-3,227
45,133,-3,-3,226
42,130,-3,-3,226
39,127,-3,-3,226
36,124,-3,-3,226
33,121,-3,-3,226
30,118,-3,-3,226
27,115,-3,-3,225
24,112,-3,-3,224
21,109,-3,-3,222
24,106,3,-3,221
27,103,3,-3,218
30,100,3,-3,217
33,97,3,-3,216
36,94,3,-3,214
39,91,3,-3,214
42,88,3,-3,214
45,85,3,-3,213
48,82,3,-3,212
51,79,3,-3,212
54,76,3,-3,212
57,73,3,-3,212
60,70,3,-3,211
63,67,3,-3,209
66,64,3,-3,205
69,61,3,-3,199
72,58,3,-3,197
75,55,3,-3,196
78,52,3,-3,195
81,49,3,-3,195
84,46,3,-3,193
87,43,3,-3,191
90,40,3,-3,188
93,37,3,-3,187
96,34,3,-3,187
99,31,3,-3,187
102,28,3,-3,187
105,25,3,-3,187
108,22,3,-3,187
111,25,3,3,187
114,28,3,3,187
117,31,3,3,187
120,34,3,3,187
123,37,3,3,187
126,40,3,3,187
129,43,3,3,187
132,46,3,3,196
135,49,3,3,211
138,52,3,3,224
141,55,3,3,232
144,58,3,3,240
147,61,3,3,248
150,64,3,3,253
153,67,3,3,258
156,70,3,3,263
159,73,3,3,268
162,76,3,3,273
165,79,3,3,275
168,82,3,3,279
171,85,3,3,281
174,88,3,3,284
177,91,3,3,286
180,94,3,3,287
183,97,3,3,289
186,100,3,3,289
189,103,3,3,290
192,106,3,3,290
195,109,3,3,290
198,112,3,3,290
201,115,3,3,290
204,118,3,3,291
207,121,3,3,293
210,124,3,3,294
213,127,3,3,297
216,130,3,3,299
219,133,3,3,300
222,136,3,3,301
225,139,3,3,302
228,142,3,3,303
231,145,3,3,303
234,148,3,3,303
237,151,3,3,304
240,154,3,3,306
243,157,3,3,308
246,160,3,3,311
249,163,3,3,313
252,166,3,3,315
255,169,3,3,317
258,172,3,3,320
261,175,3,3,325
264,178,3,3,331
267,181,3,3,336
270,184,3,3,340
273,187,3,3,345
276,190,3,3,349
279,193,3,3,351
282,196,3,3,353
285,199,3,3,354
288,202,3,3,354
291,205,3,3,354
294,208,3,3,354
297,211,3,3,354
300,214,3,3,354
303,217,3,3,354
306,220,3,3,354
309,223,3,3,354
312,226,3,3,354
315,229,3,3,354
318,232,3,3,354
321,235,3,3,354
324,238,3,3,354
327,241,3,3,354
330,244,3,3,354
333,247,3,3,354
336,250,3,3,354
339,253,3,3,354
342,256,3,3,354
345,259,3,3,354
348,262,3,3,355
351,265,3,3,355
354,268,3,3,355
357,271,3,3,355
360,274,3,3,355
363,277,3,3,355
366,280,3,3,355
369,283,3,3,355
372,286,3,3,355
375,289,3,3,355
378,292,3,3,355
381,295,3,3,355
384,298,3,3,355
387,301,3,3,355
390,304,3,3,355
393,307,3,3,355
396,310,3,3,355
399,313,3,3,355
402,316,3,3,355
405,319,3,3,355
408,322,3,3,355
411,325,3,3,355
414,328,3,3,355
417,331,3,3,355
420,334,3,3,355
423,337,3,3,355
426,340,3,3,355
429,343,3,3,355
432,346,3,3,355
435,349,3,3,355
438,352,3,3,355
441,355,3,3,355
444,358,3,3,356
447,361,3,3,359
450,364,3,3,362
453,367,3,3,363
456,370,3,3,364
459,373,3,3,364
462,376,3,3,364
465,379,3,3,364
468,382,3,3,364
471,385,3,3,364
474,388,3,3,364
477,391,3,3,364
480,394,3,3,364
483,397,3,3,364
486,400,3,3,364
489,403,3,3,364
492,406,3,3,364
495,409,3,3,364
498,412,3,3,365
501,415,3,3,368
504,418,3,3,370
507,421,3,3,371
510,424,3,3,372
513,427,3,3,374
516,430,3,3,375
519,433,3,3,375
522,436,3,3,375
525,439,3,3,376
528,442,3,3,376
531,445,3,3,378
534,448,3,3,378
537,451,3,3,378
540,454,3,3,378
543,457,3,3,378
546,460,3,3,378
549,463,3,3,378
552,466,3,3,378
555,469,3,3,378
558,472,3,3,378
561,475,3,3,378
564,478,3,3,378
567,475,3,-3,378
570,472,3,-3,378
573,469,3,-3,378
576,466,3,-3,378
579,463,3,-3,378
582,460,3,-3,378
585,457,3,-3,378
588,454,3,-3,378
591,451,3,-3,378
594,448,3,-3,378
597,445,3,-3,378
600,442,3,-3,378
603,439,3,-3,378
606,436,3,-3,378
609,433,3,-3,378
612,430,3,-3,378
615,427,3,-3,377
618,424,3,-3,374
621,421,3,-3,368
624,418,3,-3,366
627,415,3,-3,366
630,412,3,-3,366
633,409,3,-3,366
636,406,3,-3,365
639,403,3,-3,365
642,400,3,-3,365
645,397,3,-3,365
648,394,3,-3,365
651,391,3,-3,365
654,388,3,-3,365
657,385,3,-3,365
660,382,3,-3,365
663,379,3,-3,365
666,376,3,-3,365
669,373,3,-3,365
666,370,-3,-3,365
663,367,-3,-3,365
660,364,-3,-3,365
657,361,-3,-3,365
654,358,-3,-3,365
651,355,-3,-3,365
648,352,-3,-3,363
645,349,-3,-3,360
642,346,-3,-3,358
639,343,-3,-3,356
636,340,-3,-3,353
633,337,-3,-3,351
630,334,-3,-3,351
627,331,-3,-3,351
624,328,-3,-3,351
621,325,-3,-3,351
618,322,-3,-3,351
615,319,-3,-3,351
612,316,-3,-3,351
609,313,-3,-3,351
606,310,-3,-3,351
603,307,-3,-3,351
600,304,-3,-3,351
597,301,-3,-3,351
594,298,-3,-3,351
591,295,-3,-3,351
588,292,-3,-3,351
585,289,-3,-3,351
582,286,-3,-3,350
579,283,-3,-3,345
576,280,-3,-3,342
573,277,-3,-3,337
570,274,-3,-3,327
567,271,-3,-3,323
564,268,-3,-3,317
561,265,-3,-3,313
558,262,-3,-3,309
555,259,-3,-3,304
552,256,-3,-3,302
549,253,-3,-3,300
546,250,-3,-3,297
543,247,-3,-3,294
540,244,-3,-3,291
537,241,-3,-3,288
534,238,-3,-3,285
531,235,-3,-3,282
528,232,-3,-3,281
525,229,-3,-3,278
522,226,-3,-3,277
519,223,-3,-3,274
516,220,-3,-3,270
513,217,-3,-3,269
510,214,-3,-3,266
507,211,-3,-3,263
504,208,-3,-3,261
501,205,-3,-3,260
498,202,-3,-3,259
495,199,-3,-3,256
492,196,-3,-3,253
489,193,-3,-3,253
486,190,-3,-3,253
483,187,-3,-3,253
480,184,-3,-3,253
477,181,-3,-3,252
474,178,-3,-3,251
471,175,-3,-3,250
468,172,-3,-3,248
465,169,-3,-3,248
462,166,-3,-3,247
459,163,-3,-3,247
456,160,-3,-3,246
453,157,-3,-3,244
450,154,-3,-3,241
447,151,-3,-3,236
444,148,-3,-3,236
441,145,-3,-3,234
438,142,-3,-3,234
435,139,-3,-3,231
432,136,-3,-3,229
429,133,-3,-3,224
426,130,-3,-3,222
423,127,-3,-3,220
420,124,-3,-3,217
417,121,-3,-3,217
414,118,-3,-3,217
411,115,-3,-3,217
408,112,-3,-3,217
405,109,-3,-3,217
402,106,-3,-3,217
399,103,-3,-3,217
396,100,-3,-3,217
393,97,-3,-3,217
390,94,-3,-3,217
387,91,-3,-3,216
384,88,-3,-3,215
381,85,-3,-3,214
378,82,-3,-3,212
375,79,-3,-3,211
372,76,-3,-3,211
369,73,-3,-3,211
366,70,-3,-3,211
363,67,-3,-3,211
360,64,-3,-3,211
357,61,-3,-3,211
354,58,-3,-3,211
351,55,-3,-3,211
348,52,-3,-3,211
345,49,-3,-3,211
342,46,-3,-3,211
339,43,-3,-3,211
336,40,-3,-3,211
333,37,-3,-3,211
330,34,-3,-3,211
327,31,-3,-3,211
324,28,-3,-3,211
321,25,-3,-3,211
318,22,-3,-3,211
315,25,-3,3,211
312,28,-3,3,211
309,31,-3,3,211
306,34,-3,3,211
303,37,-3,3,211
300,40,-3,3,211
297,43,-3,3,211
294,46,-3,3,211
291,49,-3,3,211
288,52,-3,3,211
285,55,-3,3,211
282,58,-3,3,211
279,61,-3,3,211
276,64,-3,3,211
273,67,-3,3,211
270,70,-3,3,211
267,73,-3,3,211
264,76,-3,3,211
261,79,-3,3,211
258,82,-3,3,210
255,85,-3,3,210
252,88,-3,3,210
249,91,-3,3,210
246,94,-3,3,212
243,97,-3,3,215
240,100,-3,3,216
237,103,-3,3,217
234,106,-3,3,219
231,109,-3,3,221
228,112,-3,3,224
225,115,-3,3,228
222,118,-3,3,231
219,121,-3,3,235
216,124,-3,3,238
213,127,-3,3,241
210,130,-3,3,244
207,133,-3,3,246
204,136,-3,3,249
201,139,-3,3,250
198,142,-3,3,251
195,145,-3,3,253
192,148,-3,3,254
189,151,-3,3,254
186,154,-3,3,255
183,157,-3,3,255
180,160,-3,3,255
177,163,-3,3,255
174,166,-3,3,255
171,169,-3,3,255
168,172,-3,3,255
165,175,-3,3,255
162,178,-3,3,255
159,181,-3,3,255
156,184,-3,3,255
153,187,-3,3,255
150,190,-3,3,255
147,193,-3,3,255
144,196,-3,3,255
141,199,-3,3,255
138,202,-3,3,255
135,205,-3,3,255
132,208,-3,3,251
129,211,-3,3,250
126,214,-3,3,245
123,217,-3,3,241
120,220,-3,3,236
117,223,-3,3,236
114,226,-3,3,235
111,229,-3,3,231
108,232,-3,3,228
105,235,-3,3,224
102,238,-3,3,222
99,241,-3,3,218
96,244,-3,3,217
93,247,-3,3,215
90,250,-3,3,213
87,253,-3,3,210
84,256,-3,3,208
81,259,-3,3,205
78,262,-3,3,204
75,265,-3,3,203
72,268,-3,3,203
69,271,-3,3,202
66,274,-3,3,202
63,277,-3,3,200
60,280,-3,3,200
57,283,-3,3,199
54,286,-3,3,199
51,289,-3,3,199
48,292,-3,3,199
45,295,-3,3,199
42,298,-3,3,199
39,301,-3,3,199
36,304,-3,3,199
33,307,-3,3,199
30,310,-3,3,199
27,313,-3,3,199
24,316,-3,3,199
21,319,-3,3,199
24,322,3,3,199
27,325,3,3,199
30,328,3,3,200
33,331,3,3,204
36,334,3,3,205
39,337,3,3,207
42,340,3,3,208
45,343,3,3,208
48,346,3,3,208
51,349,3,3,208
54,352,3,3,208
57,355,3,3,208
60,358,3,3,208
63,361,3,3,208
66,364,3,3,209
69,367,3,3,210
72,370,3,3,212
75,373,3,3,213
78,376,3,3,213
81,379,3,3,213
84,382,3,3,214
87,385,3,3,214
90,388,3,3,214
93,391,3,3,214
96,394,3,3,215
99,397,3,3,215
102,400,3,3,217
105,403,3,3,219
108,406,3,3,220
111,409,3,3,222
114,412,3,3,222
117,415,3,3,222
120,418,3,3,222
123,421,3,3,222
126,424,3,3,222
129,427,3,3,222
132,430,3,3,222
135,433,3,3,222
138,436,3,3,222
141,439,3,3,222
144,442,3,3,222
147,445,3,3,222
150,448,3,3,222
153,451,3,3,222
156,454,3,3,222
159,457,3,3,222
162,460,3,3,222
165,463,3,3,222
168,466,3,3,222
171,469,3,3,222
174,472,3,3,222
177,475,3,3,222
180,478,3,3,222
183,475,3,-3,222
186,472,3,-3,222
189,469,3,-3,222
192,466,3,-3,222
195,463,3,-3,222
198,460,3,-3,222
201,457,3,-3,222
204,454,3,-3,222
207,451,3,-3,222
210,448,3,-3,222
213,445,3,-3,222
216,442,3,-3,222
219,439,3,-3,222
222,436,3,-3,219
225,433,3,-3,212
228,430,3,-3,203
231,427,3,-3,200
234,424,3,-3,195
237,421,3,-3,194
240,418,3,-3,192
243,415,3,-3,191
246,412,3,-3,191
249,409,3,-3,189
252,406,3,-3,189
255,403,3,-3,188
258,400,3,-3,187
261,397,3,-3,187
264,394,3,-3,187
267,391,3,-3,187
270,388,3,-3,187
273,385,3,-3,187
276,382,3,-3,187
279,379,3,-3,187
282,376,3,-3,187
285,373,3,-3,187
288,370,3,-3,187
291,367,3,-3,187
294,364,3,-3,187
297,361,3,-3,187
300,358,3,-3,187
303,355,3,-3,187
306,352,3,-3,187
309,349,3,-3,187
312,346,3,-3,187
315,343,3,-3,187
318,340,3,-3,187
321,337,3,-3,187
324,334,3,-3,187
327,331,3,-3,187
330,328,3,-3,187
333,325,3,-3,187
336,322,3,-3,187
339,319,3,-3,187
342,316,3,-3,187
345,313,3,-3,187
348,310,3,-3,187
351,307,3,-3,187
354,304,3,-3,187
357,301,3,-3,187
360,298,3,-3,187
363,295,3,-3,187
366,292,3,-3,187
369,289,3,-3,183
372,286,3,-3,180
375,283,3,-3,178
378,280,3,-3,176
381,277,3,-3,174
384,274,3,-3,173
387,271,3,-3,173
390,268,3,-3,173
393,265,3,-3,173
396,262,3,-3,172
399,259,3,-3,172
402,256,3,-3,172
405,253,3,-3,171
408,250,3,-3,169
411,247,3,-3,167
414,244,3,-3,167
417,241,3,-3,165
420,238,3,-3,163
423,235,3,-3,162
426,232,3,-3,162
429,229,3,-3,159
432,226,3,-3,157
435,223,3,-3,153
438,220,3,-3,147
441,217,3,-3,141
444,214,3,-3,137
447,211,3,-3,133
450,208,3,-3,130
453,205,3,-3,128
456,202,3,-3,125
459,199,3,-3,123
462,196,3,-3,121
465,193,3,-3,119
468,190,3,-3,117
471,187,3,-3,114
474,184,3,-3,111
477,181,3,-3,109
480,178,3,-3,107
483,175,3,-3,106
486,172,3,-3,105
489,169,3,-3,105
492,166,3,-3,104
495,163,3,-3,103
498,160,3,-3,103
501,157,3,-3,100
504,154,3,-3,99
507,151,3,-3,97
510,148,3,-3,94
513,145,3,-3,93
516,142,3,-3,91
519,139,3,-3,90
522,136,3,-3,89
525,133,3,-3,88
528,130,3,-3,87
531,127,3,-3,86
534,124,3,-3,85
537,121,3,-3,83
540,118,3,-3,80
543,115,3,-3,77
546,112,3,-3,72
549,109,3,-3,67
552,106,3,-3,61
