x,y,vx,vy,Paddle.y
234,334,-6,-6,200
228,328,-6,-6,195
222,322,-6,-6,204
216,316,-6,-6,221
210,310,-6,-6,221
204,304,-6,-6,215
198,298,-6,-6,217
192,292,-6,-6,221
186,286,-6,-6,254
180,280,-6,-6,215
174,274,-6,-6,239
168,268,-6,-6,247
162,262,-6,-6,233
156,256,-6,-6,245
150,250,-6,-6,243
144,244,-6,-6,241
138,238,-6,-6,240
132,232,-6,-6,245
126,226,-6,-6,246
120,220,-6,-6,201
114,214,-6,-6,221
108,208,-6,-6,236
102,202,-6,-6,219
96,196,-6,-6,226
90,190,-6,-6,216
84,184,-6,-6,249
78,178,-6,-6,263
72,172,-6,-6,237
66,166,-6,-6,192
60,160,-6,-6,190
54,154,-6,-6,245
48,148,-6,-6,179
42,142,-6,-6,196
36,136,-6,-6,232
30,130,-6,-6,258
24,124,-6,-6,180
30,118,6,-6,203
36,112,6,-6,158
42,106,6,-6,158
48,100,6,-6,158
54,94,6,-6,158
60,88,6,-6,158
66,82,6,-6,158
72,76,6,-6,158
78,70,6,-6,158
84,64,6,-6,158
90,58,6,-6,158
96,52,6,-6,161
102,46,6,-6,163
108,40,6,-6,164
114,34,6,-6,164
120,28,6,-6,164
126,22,6,-6,164
132,28,6,6,164
138,34,6,6,164
144,40,6,6,164
150,46,6,6,164
156,52,6,6,164
162,58,6,6,164
168,64,6,6,164
174,70,6,6,164
180,76,6,6,164
186,82,6,6,164
192,88,6,6,164
198,94,6,6,164
204,100,6,6,164
210,106,6,6,164
216,112,6,6,168
222,118,6,6,175
228,124,6,6,179
234,130,6,6,182
240,136,6,6,185
246,142,6,6,189
252,148,6,6,191
258,154,6,6,194
264,160,6,6,197
270,166,6,6,200
276,172,6,6,202
282,178,6,6,203
288,184,6,6,203
294,190,6,6,206
300,196,6,6,210
306,202,6,6,212
312,208,6,6,216
318,214,6,6,220
324,220,6,6,226
330,226,6,6,229
336,232,6,6,234
342,238,6,6,242
348,244,6,6,249
354,250,6,6,251
360,256,6,6,251
366,262,6,6,251
372,268,6,6,253
378,274,6,6,261
384,280,6,6,272
390,286,6,6,284
396,292,6,6,288
402,298,6,6,289
408,304,6,6,289
414,310,6,6,290
420,316,6,6,290
426,322,6,6,290
432,328,6,6,290
438,334,6,6,290
444,340,6,6,290
450,346,6,6,290
456,352,6,6,290
462,358,6,6,290
468,364,6,6,291
474,370,6,6,300
480,376,6,6,306
486,382,6,6,308
492,388,6,6,308
498,394,6,6,310
504,400,6,6,314
510,406,6,6,316
516,412,6,6,317
522,418,6,6,317
528,424,6,6,321
534,430,6,6,327
540,436,6,6,333
546,442,6,6,337
552,448,6,6,338
558,454,6,6,339
564,460,6,6,339
570,466,6,6,339
576,472,6,6,339
582,478,6,6,339
588,472,6,-6,339
594,466,6,-6,339
600,460,6,-6,339
606,454,6,-6,339
612,448,6,-6,339
618,442,6,-6,339
624,436,6,-6,339
630,430,6,-6,339
636,424,6,-6,339
642,418,6,-6,339
648,412,6,-6,339
654,406,6,-6,339
660,400,6,-6,339
666,394,6,-6,339
660,388,-6,-6,339
654,382,-6,-6,357
648,376,-6,-6,357
642,370,-6,-6,358
636,364,-6,-6,358
630,358,-6,-6,348
624,352,-6,-6,348
618,346,-6,-6,358
612,340,-6,-6,328
606,334,-6,-6,331
600,328,-6,-6,329
594,322,-6,-6,358
588,316,-6,-6,348
582,310,-6,-6,312
576,304,-6,-6,310
570,298,-6,-6,357
564,292,-6,-6,294
558,286,-6,-6,333
552,280,-6,-6,289
546,274,-6,-6,325
540,268,-6,-6,292
534,262,-6,-6,272
528,256,-6,-6,267
522,250,-6,-6,342
516,244,-6,-6,342
510,238,-6,-6,251
504,232,-6,-6,271
498,226,-6,-6,342
492,220,-6,-6,258
486,214,-6,-6,259
480,208,-6,-6,249
474,202,-6,-6,309
468,196,-6,-6,308
462,190,-6,-6,245
456,184,-6,-6,248
450,178,-6,-6,325
444,172,-6,-6,272
438,166,-6,-6,325
432,160,-6,-6,243
426,154,-6,-6,280
420,148,-6,-6,252
414,142,-6,-6,241
408,136,-6,-6,256
402,130,-6,-6,325
396,124,-6,-6,307
390,118,-6,-6,267
384,112,-6,-6,269
378,106,-6,-6,262
372,100,-6,-6,270
366,94,-6,-6,307
360,88,-6,-6,291
354,82,-6,-6,317
348,76,-6,-6,285
342,70,-6,-6,290
336,64,-6,-6,294
330,58,-6,-6,303
324,52,-6,-6,294
318,46,-6,-6,293
312,40,-6,-6,296
306,34,-6,-6,295
300,28,-6,-6,266
294,22,-6,-6,292
288,28,-6,6,295
282,34,-6,6,292
276,40,-6,6,292
270,46,-6,6,307
264,52,-6,6,322
258,58,-6,6,292
252,64,-6,6,291
246,70,-6,6,292
240,76,-6,6,306
234,82,-6,6,292
228,88,-6,6,266
222,94,-6,6,300
216,100,-6,6,324
210,106,-6,6,291
204,112,-6,6,289
198,118,-6,6,307
192,124,-6,6,306
186,130,-6,6,281
180,136,-6,6,279
174,142,-6,6,277
168,148,-6,6,299
162,154,-6,6,274
156,160,-6,6,278
150,166,-6,6,275
144,172,-6,6,290
138,178,-6,6,282
132,184,-6,6,275
126,190,-6,6,279
120,196,-6,6,261
114,202,-6,6,275
108,208,-6,6,267
102,214,-6,6,275
96,220,-6,6,243
90,226,-6,6,275
84,232,-6,6,273
78,238,-6,6,256
72,244,-6,6,233
66,250,-6,6,283
60,256,-6,6,297
54,262,-6,6,218
48,268,-6,6,288
42,274,-6,6,275
36,280,-6,6,284
30,286,-6,6,263
24,292,-6,6,251
30,298,6,6,275
36,304,6,6,268
42,310,6,6,268
48,316,6,6,270
54,322,6,6,270
60,328,6,6,271
66,334,6,6,271
72,340,6,6,271
78,346,6,6,271
84,352,6,6,271
90,358,6,6,271
96,364,6,6,271
102,370,6,6,271
108,376,6,6,271
114,382,6,6,271
120,388,6,6,271
126,394,6,6,271
132,400,6,6,270
138,406,6,6,266
144,412,6,6,263
150,418,6,6,261
156,424,6,6,259
162,430,6,6,257
168,436,6,6,254
174,442,6,6,250
180,448,6,6,246
186,454,6,6,244
192,460,6,6,243
198,466,6,6,240
204,472,6,6,235
210,478,6,6,230
216,472,6,-6,228
222,466,6,-6,212
228,460,6,-6,225
234,454,6,-6,224
240,448,6,-6,223
246,442,6,-6,223
252,436,6,-6,223
258,430,6,-6,223
264,424,6,-6,223
270,418,6,-6,223
276,412,6,-6,223
282,406,6,-6,223
288,400,6,-6,223
294,394,6,-6,223
300,388,6,-6,223
306,382,6,-6,223
312,376,6,-6,223
318,370,6,-6,223
324,364,6,-6,223
330,358,6,-6,223
336,352,6,-6,223
342,346,6,-6,222
348,340,6,-6,217
354,334,6,-6,210
360,328,6,-6,206
366,322,6,-6,205
372,316,6,-6,204
378,310,6,-6,204
384,304,6,-6,204
390,298,6,-6,204
396,292,6,-6,203
402,286,6,-6,199
408,280,6,-6,194
414,274,6,-6,189
420,268,6,-6,181
426,262,6,-6,173
432,256,6,-6,169
438,250,6,-6,166
444,244,6,-6,166
450,238,6,-6,166
456,232,6,-6,166
462,226,6,-6,164
468,220,6,-6,158
474,214,6,-6,151
480,208,6,-6,145
486,202,6,-6,140
492,196,6,-6,132
498,190,6,-6,123
504,184,6,-6,115
510,178,6,-6,110
516,172,6,-6,108
522,166,6,-6,108
528,160,6,-6,104
534,154,6,-6,94
540,148,6,-6,85
546,142,6,-6,80
552,136,6,-6,78
558,130,6,-6,77
564,124,6,-6,77
570,118,6,-6,76
576,112,6,-6,75
582,106,6,-6,75
588,100,6,-6,75
594,94,6,-6,75
600,88,6,-6,75
606,82,6,-6,75
612,76,6,-6,75
618,70,6,-6,75
624,64,6,-6,75
630,58,6,-6,75
636,52,6,-6,75
642,46,6,-6,75
648,40,6,-6,75
654,34,6,-6,75
660,28,6,-6,75
666,22,6,-6,74
672,28,6,6,73
666,34,-6,6,73
660,40,-6,6,73
654,46,-6,6,73
648,52,-6,6,73
642,58,-6,6,73
636,64,-6,6,73
630,70,-6,6,73
624,76,-6,6,73
618,82,-6,6,73
612,88,-6,6,73
606,94,-6,6,73
600,100,-6,6,73
594,106,-6,6,73
588,112,-6,6,73
582,118,-6,6,73
576,124,-6,6,73
570,130,-6,6,73
564,136,-6,6,73
558,142,-6,6,75
552,148,-6,6,85
546,154,-6,6,96
540,160,-6,6,101
534,166,-6,6,103
528,172,-6,6,104
522,178,-6,6,104
516,184,-6,6,104
510,190,-6,6,104
504,196,-6,6,104
498,202,-6,6,104
492,208,-6,6,104
486,214,-6,6,104
480,220,-6,6,104
474,226,-6,6,104
468,232,-6,6,104
462,238,-6,6,104
456,244,-6,6,104
450,250,-6,6,104
444,256,-6,6,104
438,262,-6,6,104
432,268,-6,6,104
426,274,-6,6,104
420,280,-6,6,104
414,286,-6,6,104
408,292,-6,6,104
402,298,-6,6,108
396,304,-6,6,115
390,310,-6,6,121
384,316,-6,6,124
378,322,-6,6,126
372,328,-6,6,129
366,334,-6,6,134
360,340,-6,6,136
354,346,-6,6,137
348,352,-6,6,137
342,358,-6,6,138
336,364,-6,6,138
330,370,-6,6,138
324,376,-6,6,138
318,382,-6,6,139
312,388,-6,6,141
306,394,-6,6,144
300,400,-6,6,146
294,406,-6,6,149
288,412,-6,6,152
282,418,-6,6,154
276,424,-6,6,155
270,430,-6,6,156
264,436,-6,6,159
258,442,-6,6,162
252,448,-6,6,165
246,454,-6,6,167
240,460,-6,6,171
234,466,-6,6,174
228,472,-6,6,177
222,478,-6,6,180
216,472,-6,-6,182
210,466,-6,-6,185
204,460,-6,-6,187
198,454,-6,-6,188
192,448,-6,-6,190
186,442,-6,-6,191
180,436,-6,-6,192
174,430,-6,-6,193
168,424,-6,-6,194
162,418,-6,-6,194
156,412,-6,-6,194
150,406,-6,-6,194
144,400,-6,-6,194
138,394,-6,-6,194
132,388,-6,-6,194
126,382,-6,-6,194
120,376,-6,-6,194
114,370,-6,-6,194
108,364,-6,-6,194
102,358,-6,-6,194
96,352,-6,-6,194
90,346,-6,-6,194
84,340,-6,-6,194
78,334,-6,-6,194
72,328,-6,-6,194
66,322,-6,-6,194
60,316,-6,-6,194
54,310,-6,-6,194
48,304,-6,-6,194
42,298,-6,-6,194
36,292,-6,-6,194
30,286,-6,-6,194
24,280,-6,-6,194
30,274,6,-6,194
36,268,6,-6,194
42,262,6,-6,194
48,256,6,-6,194
54,250,6,-6,194
60,244,6,-6,194
66,238,6,-6,194
72,232,6,-6,194
78,226,6,-6,194
84,220,6,-6,194
90,214,6,-6,194
96,208,6,-6,194
102,202,6,-6,194
108,196,6,-6,194
114,190,6,-6,194
120,184,6,-6,194
126,178,6,-6,194
132,172,6,-6,194
138,166,6,-6,194
144,160,6,-6,194
150,154,6,-6,194
156,148,6,-6,194
162,142,6,-6,194
168,136,6,-6,194
174,130,6,-6,194
180,124,6,-6,194
186,118,6,-6,194
192,112,6,-6,194
198,106,6,-6,194
204,100,6,-6,194
210,94,6,-6,194
216,88,6,-6,194
222,82,6,-6,194
228,76,6,-6,194
234,70,6,-6,194
240,64,6,-6,194
246,58,6,-6,194
252,52,6,-6,194
258,46,6,-6,194
264,40,6,-6,194
270,34,6,-6,194
276,28,6,-6,194
282,22,6,-6,200
288,28,6,6,233
294,34,6,6,217
300,40,6,6,223
306,46,6,6,227
312,52,6,6,229
318,58,6,6,230
324,64,6,6,230
330,70,6,6,230
336,76,6,6,230
342,82,6,6,230
348,88,6,6,231
354,94,6,6,233
360,100,6,6,235
366,106,6,6,237
372,112,6,6,239
378,118,6,6,240
384,124,6,6,240
390,130,6,6,241
396,136,6,6,243
402,142,6,6,245
408,148,6,6,249
414,154,6,6,253
420,160,6,6,259
426,166,6,6,266
432,172,6,6,273
438,178,6,6,278
444,184,6,6,281
450,190,6,6,284
456,196,6,6,288
462,202,6,6,291
468,208,6,6,293
474,214,6,6,295
480,220,6,6,296
486,226,6,6,297
492,232,6,6,299
498,238,6,6,300
504,244,6,6,301
510,250,6,6,303
516,256,6,6,305
522,262,6,6,308
528,268,6,6,312
534,274,6,6,316
540,280,6,6,319
546,286,6,6,323
552,292,6,6,327
558,298,6,6,333
564,304,6,6,337
570,310,6,6,342
576,316,6,6,345
582,322,6,6,348
588,328,6,6,351
594,334,6,6,356
600,340,6,6,361
606,346,6,6,365
612,352,6,6,367
618,358,6,6,368
624,364,6,6,369
630,370,6,6,372
636,376,6,6,377
642,382,6,6,384
648,388,6,6,389
654,394,6,6,391
660,400,6,6,393
666,406,6,6,395
660,412,-6,6,397
654,418,-6,6,402
648,424,-6,6,395
642,430,-6,6,403
636,436,-6,6,401
630,442,-6,6,401
624,448,-6,6,401
618,454,-6,6,420
612,460,-6,6,403
606,466,-6,6,403
600,472,-6,6,411
594,478,-6,6,402
588,472,-6,-6,381
582,466,-6,-6,382
576,460,-6,-6,378
570,454,-6,-6,377
564,448,-6,-6,385
558,442,-6,-6,398
552,436,-6,-6,398
546,430,-6,-6,382
540,424,-6,-6,390
534,418,-6,-6,339
528,412,-6,-6,323
522,406,-6,-6,322
516,400,-6,-6,376
510,394,-6,-6,376
504,388,-6,-6,288
498,382,-6,-6,284
492,376,-6,-6,367
486,370,-6,-6,287
480,364,-6,-6,362
474,358,-6,-6,259
468,352,-6,-6,404
462,346,-6,-6,355
456,340,-6,-6,259
450,334,-6,-6,228
444,328,-6,-6,352
438,322,-6,-6,404
432,316,-6,-6,198
426,310,-6,-6,266
420,304,-6,-6,336
414,298,-6,-6,264
408,292,-6,-6,237
402,286,-6,-6,305
396,280,-6,-6,404
390,274,-6,-6,343
384,268,-6,-6,226
378,262,-6,-6,209
372,256,-6,-6,340
366,250,-6,-6,340
360,244,-6,-6,341
354,238,-6,-6,201
348,232,-6,-6,338
342,226,-6,-6,311
336,220,-6,-6,236
330,214,-6,-6,314
324,208,-6,-6,404
318,202,-6,-6,323
312,196,-6,-6,240
306,190,-6,-6,241
300,184,-6,-6,395
294,178,-6,-6,257
288,172,-6,-6,311
282,166,-6,-6,342
276,160,-6,-6,307
270,154,-6,-6,288
264,148,-6,-6,348
258,142,-6,-6,352
252,136,-6,-6,296
246,130,-6,-6,390
240,124,-6,-6,324
234,118,-6,-6,330
228,112,-6,-6,334
222,106,-6,-6,334
216,100,-6,-6,356
210,94,-6,-6,390
204,88,-6,-6,292
198,82,-6,-6,324
192,76,-6,-6,356
186,70,-6,-6,384
180,64,-6,-6,361
174,58,-6,-6,263
168,52,-6,-6,291
162,46,-6,-6,352
156,40,-6,-6,306
150,34,-6,-6,261
144,28,-6,-6,337
138,22,-6,-6,390
132,28,-6,6,314
126,34,-6,6,390
120,40,-6,6,362
114,46,-6,6,364
108,52,-6,6,324
102,58,-6,6,280
96,64,-6,6,345
90,70,-6,6,355
84,76,-6,6,364
78,82,-6,6,314
72,88,-6,6,308
66,94,-6,6,339
60,100,-6,6,373
54,106,-6,6,373
48,112,-6,6,317
42,118,-6,6,272
36,124,-6,6,377
30,130,-6,6,280
24,136,-6,6,376
30,142,6,6,235
36,148,6,6,390
42,154,6,6,289
48,160,6,6,197
54,166,6,6,140
60,172,6,6,334
66,178,6,6,95
72,184,6,6,165
78,190,6,6,305
84,196,6,6,352
90,202,6,6,324
96,208,6,6,218
102,214,6,6,243
108,220,6,6,243
114,226,6,6,290
120,232,6,6,188
126,238,6,6,288
132,244,6,6,300
138,250,6,6,291
144,256,6,6,108
150,262,6,6,108
156,268,6,6,227
162,274,6,6,227
168,280,6,6,193
174,286,6,6,176
180,292,6,6,247
186,298,6,6,169
192,304,6,6,203
198,310,6,6,153
204,316,6,6,176
210,322,6,6,169
216,328,6,6,217
222,334,6,6,217
228,340,6,6,135
234,346,6,6,165
240,352,6,6,173
246,358,6,6,267
252,364,6,6,100
258,370,6,6,235
264,376,6,6,246
270,382,6,6,267
276,388,6,6,169
282,394,6,6,130
288,400,6,6,238
294,406,6,6,223
300,412,6,6,152
306,418,6,6,185
312,424,6,6,297
318,430,6,6,305
324,436,6,6,269
330,442,6,6,95
336,448,6,6,291
342,454,6,6,291
348,460,6,6,165
354,466,6,6,200
360,472,6,6,347
366,478,6,6,390
372,472,6,-6,187
378,466,6,-6,323
384,460,6,-6,301
390,454,6,-6,322
396,448,6,-6,225
402,442,6,-6,230
408,436,6,-6,340
414,430,6,-6,340
420,424,6,-6,314
426,418,6,-6,295
432,412,6,-6,297
438,406,6,-6,332
444,400,6,-6,338
450,394,6,-6,353
456,388,6,-6,347
462,382,6,-6,330
468,376,6,-6,364
474,370,6,-6,366
480,364,6,-6,306
486,358,6,-6,306
492,352,6,-6,371
498,346,6,-6,354
504,340,6,-6,370
510,334,6,-6,333
516,328,6,-6,347
522,322,6,-6,378
528,316,6,-6,343
534,310,6,-6,325
540,304,6,-6,375
546,298,6,-6,348
552,292,6,-6,341
558,286,6,-6,368
564,280,6,-6,289
570,274,6,-6,312
576,268,6,-6,325
582,262,6,-6,303
588,256,6,-6,323
594,250,6,-6,309
600,244,6,-6,236
606,238,6,-6,236
612,232,6,-6,268
618,226,6,-6,260
624,220,6,-6,265
630,214,6,-6,220
636,208,6,-6,247
642,202,6,-6,207
648,196,6,-6,123
654,190,6,-6,223
660,184,6,-6,175
666,178,6,-6,169
660,172,-6,-6,179
654,166,-6,-6,162
648,160,-6,-6,155
642,154,-6,-6,154
636,148,-6,-6,149
630,142,-6,-6,151
624,136,-6,-6,169
618,130,-6,-6,119
612,124,-6,-6,151
606,118,-6,-6,150
600,112,-6,-6,135
594,106,-6,-6,139
588,100,-6,-6,137
582,94,-6,-6,169
576,88,-6,-6,169
570,82,-6,-6,128
564,76,-6,-6,97
558,70,-6,-6,165
552,64,-6,-6,165
546,58,-6,-6,147
540,52,-6,-6,141
534,46,-6,-6,169
528,40,-6,-6,135
522,34,-6,-6,142
516,28,-6,-6,151
510,22,-6,-6,157
504,28,-6,6,157
498,34,-6,6,169
492,40,-6,6,173
486,46,-6,6,163
480,52,-6,6,161
474,58,-6,6,160
468,64,-6,6,221
462,70,-6,6,160
456,76,-6,6,192
450,82,-6,6,233
444,88,-6,6,241
438,94,-6,6,169
432,100,-6,6,169
426,106,-6,6,209
420,112,-6,6,212
414,118,-6,6,167
408,124,-6,6,201
402,130,-6,6,249
396,136,-6,6,169
390,142,-6,6,285
384,148,-6,6,199
378,154,-6,6,225
372,160,-6,6,240
366,166,-6,6,209
360,172,-6,6,169
354,178,-6,6,169
348,184,-6,6,224
342,190,-6,6,177
336,196,-6,6,184
330,202,-6,6,262
324,208,-6,6,286
318,214,-6,6,169
312,220,-6,6,169
306,226,-6,6,229
300,232,-6,6,234
294,238,-6,6,210
288,244,-6,6,210
282,250,-6,6,208
276,256,-6,6,225
270,262,-6,6,222
264,268,-6,6,205
258,274,-6,6,206
252,280,-6,6,217
246,286,-6,6,169
240,292,-6,6,225
234,298,-6,6,206
228,304,-6,6,187
222,310,-6,6,230
216,316,-6,6,209
210,322,-6,6,169
204,328,-6,6,175
198,334,-6,6,242
192,340,-6,6,287
186,346,-6,6,166
180,352,-6,6,179
174,358,-6,6,169
168,364,-6,6,224
162,370,-6,6,144
156,376,-6,6,259
150,382,-6,6,169
144,388,-6,6,210
138,394,-6,6,208
132,400,-6,6,185
126,406,-6,6,201
120,412,-6,6,169
114,418,-6,6,163
108,424,-6,6,201
102,430,-6,6,208
96,436,-6,6,209
90,442,-6,6,209
84,448,-6,6,148
78,454,-6,6,203
72,460,-6,6,188
66,466,-6,6,143
60,472,-6,6,165
54,478,-6,6,169
48,472,-6,-6,169
42,466,-6,-6,169
36,460,-6,-6,173
30,454,-6,-6,171
24,448,-6,-6,207
30,442,6,-6,169
36,436,6,-6,169
42,430,6,-6,169
48,424,6,-6,169
54,418,6,-6,169
60,412,6,-6,169
66,406,6,-6,169
72,400,6,-6,169
78,394,6,-6,169
84,388,6,-6,169
90,382,6,-6,169
96,376,6,-6,169
102,370,6,-6,169
108,364,6,-6,169
114,358,6,-6,169
120,352,6,-6,169
126,346,6,-6,169
132,340,6,-6,169
138,334,6,-6,169
144,328,6,-6,169
150,322,6,-6,169
156,316,6,-6,169
162,310,6,-6,169
168,304,6,-6,169
174,298,6,-6,169
180,292,6,-6,169
186,286,6,-6,169
192,280,6,-6,169
198,274,6,-6,169
204,268,6,-6,169
210,262,6,-6,166
216,256,6,-6,160
222,250,6,-6,156
228,244,6,-6,153
234,238,6,-6,152
240,232,6,-6,152
246,226,6,-6,152
252,220,6,-6,152
258,214,6,-6,152
264,208,6,-6,152
270,202,6,-6,152
276,196,6,-6,152
282,190,6,-6,152
288,184,6,-6,152
294,178,6,-6,152
300,172,6,-6,152
306,166,6,-6,152
312,160,6,-6,152
318,154,6,-6,152
324,148,6,-6,152
330,142,6,-6,152
336,136,6,-6,152
342,130,6,-6,152
348,124,6,-6,152
354,118,6,-6,152
360,112,6,-6,151
366,106,6,-6,149
372,100,6,-6,148
378,94,6,-6,148
384,88,6,-6,148
390,82,6,-6,148
396,76,6,-6,147
402,70,6,-6,145
408,64,6,-6,144
414,58,6,-6,144
420,52,6,-6,144
426,46,6,-6,143
432,40,6,-6,143
438,34,6,-6,143
444,28,6,-6,142
450,22,6,-6,142
456,28,6,6,142
462,34,6,6,140
468,40,6,6,142
474,46,6,6,142
480,52,6,6,142
486,58,6,6,144
492,64,6,6,149
498,70,6,6,151
504,76,6,6,153
510,82,6,6,158
516,88,6,6,166
522,94,6,6,171
528,100,6,6,173
